"price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
375000,4,1.75,1870,12500,1,0,1,5,6,1030,1943,0,98056,47.511,-122.197,2060,14141
597000,4,2.5,2280,2432,2,0,0,5,8,1520,1921,0,98103,47.6605,-122.355,1690,2099
580000,4,2.25,2610,7700,1,0,0,3,8,1700,1977,0,98027,47.5659,-122.089,2260,8266
1015000,5,2.5,2350,4000,2,0,0,3,9,2350,1993,0,98112,47.6265,-122.296,1840,4000
390000,5,1.75,2250,8970,1,0,0,4,7,1500,1966,0,98034,47.7217,-122.188,1940,8710
386500,3,2.25,2950,8036,1.5,0,0,3,8,1950,1963,0,98125,47.7239,-122.313,2060,7200
625000,4,2.75,2390,6979,2,0,0,3,8,2390,1993,0,98029,47.5703,-121.996,2090,6321
562100,3,2.25,2090,12112,2,0,0,3,8,2090,1983,0,98052,47.7015,-122.13,1760,12112
715000,2,1,1000,3513,1,0,4,4,5,1000,1914,0,98116,47.5935,-122.39,1930,4920
165000,3,1,910,8700,1,0,0,4,6,910,1943,0,98188,47.449,-122.29,1090,8700
225000,4,1,1410,7000,1.5,0,0,3,7,1410,1963,0,98032,47.3767,-122.287,1540,7000
580000,3,2.25,1940,5980,1,0,0,3,7,1520,1987,0,98027,47.5476,-122.075,1910,6309
385000,3,1,1420,10980,1,0,0,4,7,1200,1954,0,98006,47.574,-122.138,1630,9763
519000,3,1.75,1560,26099,1,0,3,4,8,1560,1973,0,98070,47.5023,-122.467,1760,19687
415000,3,1.5,1860,9003,1,0,0,3,7,1490,1955,0,98028,47.7624,-122.26,2090,11574
510000,3,2.5,1830,8133,1,0,0,3,8,1390,1996,0,98028,47.7478,-122.247,2310,11522
275000,2,1,2180,12875,1,0,0,3,7,1480,1959,0,98198,47.3757,-122.303,1800,7447
395000,3,2,1470,10125,1,0,0,4,7,1470,1962,0,98011,47.7751,-122.222,1440,10125
177000,3,1,870,5200,1,0,0,5,6,870,1969,0,98042,47.3695,-122.081,870,5200
725000,3,1,940,8377,1,0,0,4,7,940,1952,0,98004,47.5974,-122.2,1710,6900
552500,5,3,2320,7229,1,0,0,4,8,1370,1986,0,98052,47.697,-122.097,2090,7554
464950,4,2.5,2230,64438,1,0,0,4,7,1230,1978,0,98027,47.4754,-122.007,2230,71002
735000,4,2.75,3040,2415,2,1,4,3,8,3040,1966,0,98118,47.5188,-122.256,2620,2433
1535000,4,4.5,5770,10050,1,0,3,5,9,3160,1949,0,98115,47.677,-122.275,2950,6700
288000,5,2.75,2790,4807,1.5,0,0,4,7,2140,1949,0,98002,47.3098,-122.223,1056,4807
225000,3,1.5,1660,7221,1,0,0,3,7,980,1962,0,98168,47.4962,-122.32,1770,8083
490000,5,2.75,2990,7200,2,0,0,3,8,2990,1997,0,98059,47.4955,-122.16,2710,7620
334000,3,2.25,2000,7225,2,0,0,4,7,2000,1985,0,98030,47.349,-122.167,1950,7464
475000,4,1.75,1650,7775,1,0,0,4,7,1150,1950,0,98133,47.715,-122.354,1390,7200
175000,2,1,740,3434,1,0,0,5,6,740,1920,0,98022,47.2088,-121.992,1160,6000
497950,4,2.5,1950,3000,2,0,0,3,7,1550,1998,0,98118,47.565,-122.281,1540,4300
338000,3,2.5,1590,7819,2,0,0,3,7,1590,1992,0,98055,47.4367,-122.199,1790,7733
560000,3,1.75,2000,10182,1,0,0,5,7,1400,1963,0,98033,47.6616,-122.175,2050,10182
537000,4,2.25,2640,8800,1,0,0,3,8,1620,1980,0,98072,47.7552,-122.148,2500,11700
910000,3,2,2700,6120,1,0,0,4,8,1350,1962,0,98115,47.6731,-122.327,1700,4590
585000,3,1.75,2170,153767,1,0,0,3,7,2170,1976,0,98042,47.3694,-122.065,2840,49500
480000,5,2.5,2160,7737,2,0,0,3,7,2160,1998,0,98065,47.5381,-121.872,2460,7737
370000,4,1,1540,9541,1.5,0,0,4,7,1540,1961,0,98034,47.7104,-122.213,1290,9541
510000,6,4.5,3300,7480,2,0,0,3,8,3300,1980,0,98052,47.6796,-122.104,2470,7561
5e+05,3,1.5,1320,8100,1,0,0,4,7,1320,1951,0,98177,47.7194,-122.371,1480,8100
240000,3,2.5,1620,5250,2,0,0,3,8,1620,1987,0,98003,47.3538,-122.301,1650,5250
734000,4,2.5,3490,18521,2,0,0,4,9,3490,1990,0,98077,47.7406,-122.07,2850,18521
799900,4,2.5,3030,7800,2,0,0,3,9,1580,1991,0,98033,47.689,-122.196,2840,7435
3e+05,4,2.5,1960,9898,2,0,0,3,8,1960,2001,0,98030,47.3834,-122.168,2130,7662
870000,4,2.75,3410,23000,2,0,0,4,10,3410,1982,0,98006,47.5559,-122.149,2490,15512
670000,5,2.5,2860,68519,2,0,0,5,8,2860,1958,0,98065,47.5265,-121.835,1670,35910
539000,3,2,2260,9568,1,0,0,3,8,1780,1985,0,98074,47.6457,-122.058,2250,9744
304000,3,1,900,7500,1,0,0,4,7,900,1972,0,98034,47.7314,-122.237,1960,7500
968000,4,1.75,2630,9645,1,0,0,4,9,2630,1963,0,98040,47.5459,-122.228,2690,10439
740000,4,3.5,3060,4777,2,0,0,3,9,3060,2007,0,98029,47.555,-122,3060,4935
225000,3,2.25,1590,9200,1,0,0,4,7,1110,1979,0,98092,47.2917,-122.184,1880,9200
704000,4,2.25,2490,6973,1,0,0,4,8,1490,1953,0,98199,47.6516,-122.409,1780,5612
545000,3,1.75,1400,4000,1.5,0,0,4,7,1400,1925,0,98117,47.6902,-122.388,1050,4330
372000,4,2.5,2500,8215,2,0,0,3,8,2500,1990,0,98031,47.4124,-122.204,2360,7801
505000,2,1,1250,5040,1,0,0,3,7,950,1920,0,98117,47.6959,-122.365,1290,5040
3e+05,3,1,1260,8280,1,0,0,3,6,1260,1946,0,98115,47.7,-122.299,2100,8280
499950,4,2.5,2910,20067,2,0,0,3,9,2910,2001,0,98168,47.4714,-122.273,1730,21420
539950,3,1.75,1820,9875,1,0,0,4,8,1820,1966,0,98008,47.6243,-122.094,2670,10000
339000,3,2.5,1450,3748,2,0,0,3,7,1450,2004,0,98065,47.532,-121.85,1970,3748
975000,4,2.25,2250,3600,2,0,0,4,9,2010,1912,1994,98119,47.643,-122.37,1910,3990
2187730,4,4.5,4240,13162,2,0,0,3,10,4240,2004,0,98039,47.6193,-122.229,3010,12163
208000,3,1,1050,6240,1,0,0,5,5,1050,1948,0,98146,47.4933,-122.338,1410,6240
225000,3,1,1120,8407,1,0,0,5,6,1120,1987,0,98022,47.2051,-122.006,1250,8658
745000,3,1.75,2050,11041,1.5,0,0,5,9,2050,1959,0,98005,47.5968,-122.174,2530,11041
275000,3,1,990,9798,1,0,0,3,7,990,1968,0,98072,47.767,-122.164,1210,9870
330000,4,1.75,1550,50094,1,0,3,4,6,1550,1967,0,98022,47.2194,-122.059,1720,50094
499000,3,2.5,1540,1326,3,0,0,3,8,1390,1995,0,98119,47.6457,-122.374,1680,1592
447000,3,1,1310,7000,1,0,0,4,7,1310,1958,0,98008,47.6019,-122.123,1280,7300
1550000,3,4,5120,4600,3,0,2,3,11,4490,2008,0,98034,47.7052,-122.223,2510,5918
746000,3,2.5,2620,8950,2,0,0,3,9,2620,1992,0,98006,47.5523,-122.119,2850,8809
349950,4,2,1764,15600,1,0,0,5,7,1764,1942,0,98058,47.4318,-122.181,1490,22387
355000,2,1.75,1650,4000,1,0,0,4,7,950,1947,0,98108,47.5622,-122.319,1060,4110
272450,3,2.25,1780,7332,2,0,0,3,7,1780,1987,0,98038,47.3593,-122.051,1510,7625
488800,4,2.25,2170,9665,1,0,0,4,8,1300,1976,0,98006,47.5444,-122.165,2170,12054
799000,3,2.5,2860,4442,2,0,0,3,8,2860,2000,0,98199,47.661,-122.396,1440,4400
184900,2,1,1230,5000,1,0,0,5,6,1230,1911,0,98022,47.2064,-121.988,1230,5413
637000,4,2.75,2190,2867,1.5,0,0,5,7,1470,1929,0,98115,47.6868,-122.308,1600,3800
390000,4,2.5,2560,43560,2,0,0,3,8,2560,1989,0,98038,47.3692,-122.047,2130,10150
610000,4,2.5,2110,6360,2,0,0,3,8,2110,1988,0,98029,47.5641,-122.012,2050,7000
415000,2,2.25,1130,2191,2,0,0,3,8,1130,2010,0,98052,47.6861,-122.103,1140,1710
625000,3,2,1880,4000,1,0,2,3,8,1280,1950,0,98199,47.6375,-122.391,1920,4000
314000,2,1,720,4920,1,0,0,3,6,720,1941,0,98126,47.5352,-122.371,670,4920
321000,3,1,1290,9526,1.5,0,0,3,7,1290,1961,0,98034,47.7111,-122.213,1290,9508
490000,3,1.75,1490,11360,1,0,0,3,8,1490,1975,0,98008,47.5896,-122.12,2350,10320
299950,2,1,800,3000,1,0,0,3,6,800,1904,0,98118,47.5602,-122.292,1640,3400
452000,2,1.75,1740,5400,1,0,0,4,7,990,1946,0,98115,47.6971,-122.282,1980,5400
718500,3,1.5,1200,6240,1,0,0,3,8,1030,1952,0,98112,47.6222,-122.287,2810,6240
83000,2,1,900,8580,1,0,0,3,5,900,1918,0,98168,47.4727,-122.27,2060,6533
220000,2,1,890,4804,1,0,0,4,7,890,1928,0,98133,47.7027,-122.346,1010,3844
520000,3,1.75,1430,53628,2,0,0,3,8,1430,1985,0,98024,47.5577,-121.891,2100,53628
665000,2,2,1615,4590,1.5,0,0,5,8,1615,1906,0,98103,47.6886,-122.348,1470,4590
287000,3,1,1250,26862,1,0,0,3,7,1250,1965,0,98058,47.426,-122.154,1530,24463
235000,3,1.75,1950,8712,1,0,0,3,7,1950,1960,0,98055,47.4391,-122.189,1820,11520
839000,5,4,4280,11307,2,0,0,3,10,2710,1996,0,98027,47.5503,-122.081,3080,11307
526000,3,1.75,1530,6125,1,0,0,3,7,1120,1958,0,98116,47.5687,-122.397,1360,6125
475000,3,2.5,2680,87117,1,0,0,3,7,1340,1989,0,98024,47.5646,-121.935,2580,87117
280000,4,1.5,1940,6386,1,0,0,3,7,1140,1954,0,98118,47.5533,-122.285,1340,6165
567500,4,1.75,2190,5060,1,0,0,3,7,1190,1950,0,98116,47.5846,-122.387,1510,4600
391265,3,2,1440,3900,1,0,0,3,8,1440,2002,0,98053,47.7022,-122.021,1350,3900
325500,3,1.5,1540,8110,1,0,0,4,7,1190,1959,0,98125,47.7329,-122.291,1290,8110
450000,3,2.5,2480,5647,2,0,0,3,7,2480,2002,0,98065,47.5355,-121.88,2510,5018
660000,4,2.25,3180,13653,2,0,0,3,9,3180,1978,0,98074,47.6316,-122.05,2910,12350
512500,4,1.75,1620,4240,1.5,0,0,5,7,1620,1916,0,98144,47.5746,-122.311,1450,4240
4e+05,3,2,1860,12944,1,0,0,3,9,1860,2002,0,98058,47.4298,-122.102,2500,29279
530000,3,1.75,1430,10350,1,0,0,3,7,1430,1959,0,98008,47.6353,-122.123,1890,10350
608000,4,2.75,2490,9714,1,0,0,4,8,1400,1983,0,98011,47.7496,-122.201,2060,15300
487585,4,1.75,2010,9211,1,0,0,3,7,1470,1977,0,98034,47.7206,-122.171,1840,8500
240000,3,1,1600,12566,1,0,0,4,7,1600,1971,0,98045,47.4431,-121.765,1600,10650
820000,4,2.5,3670,7000,2,0,0,3,10,3670,2005,0,98075,47.5854,-122.08,3680,7437
325000,3,1.5,1270,1067,3,0,0,3,8,1270,2009,0,98133,47.7236,-122.353,1090,1118
340000,4,2.5,2320,4142,2,0,0,3,7,2320,2010,0,98038,47.3662,-122.019,2150,4140
673000,4,2.25,2580,2875,2,0,0,3,9,2580,2015,0,98116,47.5674,-122.392,1290,5750
484259,4,2.75,2790,5000,2,0,0,3,8,2790,2014,0,98045,47.4831,-121.773,2620,5527
1680000,3,2.5,4090,16972,2,0,2,3,11,3590,2007,0,98177,47.7258,-122.37,3740,16972
282000,4,2.5,1785,2552,2,0,0,3,8,1785,2009,0,98030,47.3582,-122.2,1691,2700
449950,3,2.25,1540,1270,3,0,0,3,7,1540,2014,0,98103,47.6935,-122.341,1230,1454
622950,4,3.25,3030,7644,2,0,0,3,8,2830,2006,0,98065,47.5457,-121.881,3400,6908
409950,3,2.5,2655,5080,2,0,0,3,8,2655,2013,0,98023,47.2972,-122.348,2879,5232
325000,2,2.25,1230,1058,2,0,0,3,7,1160,2008,0,98027,47.5325,-122.073,1240,817
810000,4,2.5,2910,6555,2,0,0,3,9,2910,2005,0,98033,47.6659,-122.172,2910,10419
754842,3,2.5,2930,5641,2,0,0,3,8,2930,2013,0,98052,47.71,-122.113,3300,5641
478000,3,3.25,1430,1348,2,0,0,3,8,1160,2008,0,98107,47.6743,-122.374,1160,1265
368000,3,2.5,1370,1350,2,0,0,3,7,1010,2007,0,98136,47.5534,-122.382,1450,6000
1481000,4,3.5,5220,15411,2,0,3,3,11,3550,2006,0,98075,47.592,-122.085,3110,14124
569995,4,2.5,2650,6875,2,0,0,3,8,2650,2014,0,98059,47.479,-122.124,2650,5831
570000,4,2.5,2890,5801,2,0,0,3,9,2890,2005,0,98028,47.7349,-122.238,2890,6286
895900,4,3.5,3640,4983,2,0,3,3,9,2790,2014,0,98075,47.5619,-122.027,3270,14700
1598000,5,3.75,4270,7500,2,0,0,3,10,3210,2014,0,98033,47.6845,-122.207,2410,8350
480000,5,2.75,2670,4780,2,0,0,3,8,2670,2013,0,98059,47.4866,-122.155,2560,5380
459950,5,2.75,3078,6371,2,0,0,3,9,3078,2014,0,98042,47.3587,-122.163,1979,19030
565000,3,2.5,1870,1058,3,0,0,3,8,1380,2007,0,98103,47.6512,-122.345,1440,1136
844000,4,3.5,3350,6350,2,0,2,3,8,2610,2009,0,98116,47.5602,-122.39,1820,6350
491000,5,3.5,2815,4900,2,0,0,3,9,2815,2011,0,98030,47.3424,-122.179,2798,4900
482500,2,2.5,1170,809,2,0,0,3,9,1170,2007,0,98103,47.6875,-122.339,1170,1121
870000,4,3.5,2780,3100,2,0,0,3,8,2120,2014,0,98117,47.6886,-122.364,1740,3600
355000,3,2.25,1410,1332,2,0,0,3,7,1290,2004,0,98027,47.5345,-122.069,1445,1290
799950,5,3.75,3760,4702,2,0,0,3,9,2780,2014,0,98034,47.7202,-122.223,2950,5981
7e+05,2,2,1490,713,3,0,0,3,9,1490,2014,0,98109,47.6356,-122.346,1490,1110
305000,4,2.25,1763,3717,2,0,0,3,8,1763,2012,0,98031,47.4213,-122.194,1763,3666
424950,2,1.5,1000,1188,3,0,0,3,8,1000,2005,0,98115,47.6823,-122.327,2300,3500
360000,4,1.75,2010,12188,1,0,0,4,7,1150,1960,0,98059,47.5013,-122.147,1720,8475
497000,3,2.25,1460,1353,2,0,0,3,8,1050,2012,0,98116,47.5774,-122.412,1690,3776
689000,4,3.5,4490,5805,2,0,0,3,9,3390,2006,0,98065,47.5389,-121.86,4410,6299
627000,4,2.5,2750,11830,2,0,0,3,9,2750,2014,0,98059,47.4698,-122.121,2310,11830
335000,4,2.5,1900,3301,2,0,0,3,7,1900,2007,0,98178,47.489,-122.249,1960,3379
405000,5,2.75,2400,4900,2,0,0,3,8,2400,2011,0,98038,47.355,-122.057,2110,5696
375000,3,2.5,1580,2407,2,0,0,3,8,1580,2013,0,98126,47.5455,-122.368,1580,2212
389700,3,2.5,1720,3581,2,0,0,3,7,1720,2011,0,98053,47.6861,-122.013,1720,3600
529000,2,2,1540,9714,2,0,0,3,8,1540,2008,0,98177,47.7628,-122.359,1840,8179
3e+05,3,3.25,1470,1235,2,0,0,3,7,1180,2008,0,98108,47.5537,-122.313,1470,1243
585000,3,2.5,2160,1250,3,0,0,3,8,1830,2010,0,98119,47.6515,-122.375,1870,2825
365000,3,2.25,1110,979,2,0,0,3,7,960,2008,0,98144,47.5999,-122.3,1170,1400
950000,5,4,4100,8120,2,0,0,3,9,4100,2011,0,98053,47.6917,-122.02,4100,7625
452000,4,2.5,2716,7850,2,0,0,3,9,2716,2014,0,98030,47.352,-122.197,2580,14448
1080000,3,2.5,2240,21477,2,0,2,3,8,2240,1995,0,98006,47.5745,-122.18,2930,21569
344000,3,2.25,1250,871,3,0,0,3,8,1250,2007,0,98103,47.6907,-122.343,1250,1158
667000,3,2.5,2510,3819,2,0,0,3,8,2510,2007,0,98052,47.6987,-122.096,2520,3990
350000,4,2.5,1660,2500,2,0,0,3,7,1660,2007,0,98118,47.5437,-122.283,1030,5000
1020000,4,3.5,3770,8501,2,0,0,3,10,3770,2008,0,98033,47.6744,-122.196,1520,9660
1050000,4,3.75,3280,11000,2,0,0,3,10,2320,2008,0,98033,47.6855,-122.201,2400,8351
230000,3,1.75,1140,1201,2,0,0,3,8,1140,2014,0,98108,47.5637,-122.295,1210,1552
224000,3,1.75,1500,11968,1,0,0,3,6,1500,2014,0,98010,47.3095,-122.002,1320,11303
